Pair Chrm Bin Count Mean STDev SEM
FST_P_M chr6 4.25 5 0.0501882482049 0.0796611442518 0.0398305721259
FST_P_M chr6 4.5 59 -0.0362529159303 0.194514264549 0.0255409742183
FST_P_M chr6 6.0 100 -0.221256083258 0.0506401753604 0.00508952912086
FST_P_M chr6 5.75 22 -0.119090076267 0.0456640718739 0.00996471742391
FST_P_M chr6 6.25 59 -0.359986614199 0.0979705237893 0.0128641600042
FST_P_M chr6 4.75 5 -0.017363192049 0.0339855397087 0.0169927698544
FST_P_M chr5 6.5 15 0.0315567495931 0.111625346948 0.0298331288543
FST_P_M chr5 4.75 2 0.168848384949 0.21129410002 0.21129410002
FST_P_M chr5 5.0 2 0.205632808497 0.130939878526 0.130939878526
FST_P_M chr5 6.25 15 0.0260430238724 0.214045051659 0.0572059463316
FST_P_M chr5 4.5 6 0.141761379475 0.323255618459 0.144564307397
FST_P_M chr5 5.5 68 0.493399932439 0.275206258646 0.0336217957022
FST_P_M chr5 6.0 1 0.505976798779 0.0 nan
FST_P_M chr5 6.75 2 -2.6567794985 0.276757548832 0.276757548832
FST_P_M chr5 5.75 1 0.463271592595 0.0 nan
FST_P_M chr4 5.5 13 0.347986700442 0.298870037193 0.0862763482132
FST_P_M chr4 6.5 5 -0.545493848607 0.192524518998 0.0962622594988
FST_P_M chr4 5.0 1 0.254617133242 0.0 nan
FST_P_M chr4 5.75 8 0.541866241518 0.246387922608 0.0931258813245
FST_P_M chr4 4.5 8 0.356347295639 0.240092794843 0.0907465466762
FST_P_M chr4 4.75 1 -0.472634419989 0.0 nan
FST_P_M chr4 6.25 5 0.200269364197 0.0929074527968 0.0464537263984
FST_P_M chr4 5.25 1 0.342085853038 0.0 nan
FST_P_M chr3 5.5 27 0.130940460202 0.128018043357 0.0251064038911
FST_P_M chr3 6.5 7 0.0682658188389 0.0386658910289 0.0157852839118
FST_P_M chr3 6.75 73 -2.16711132948 0.31161610943 0.0367243106842
FST_P_M chr3 5.0 23 0.00637347959135 0.10457456144 0.0222953714115
FST_P_M chr3 4.75 6 0.101807832851 0.166809112221 0.0745993028386
FST_P_M chr3 4.5 4 -0.110059904261 0.0967732174873 0.0558720431666
FST_P_M chr3 6.0 31 0.683135905678 0.0875825925208 0.0159903205228
FST_P_M chr3 5.75 23 0.316115643437 0.0825079239217 0.0175907484851
FST_P_M chr3 6.25 7 0.433955645146 0.0960550255456 0.0392142999694
FST_P_M chr3 5.25 6 0.0129366878728 0.0848616572069 0.0379512868396
FST_P_M chr2 5.5 12 0.277831814159 0.154526001506 0.0465913424864
FST_P_M chr2 5.25 1 -0.130479591707 0.0 nan
FST_P_M chr2 5.0 1 -0.148947966496 0.0 nan
FST_P_M chr2 6.25 4 0.136021371858 0.187117490965 0.108032333779
FST_P_M chr2 6.0 33 -0.303222394855 0.207575186604 0.0366944555135
FST_P_M chr2 4.5 1 0.159763650877 0.0 nan
FST_P_M chr2 5.75 2 0.0697275367269 0.0161847416797 0.0161847416797
FST_P_M chr1 5.5 29 -0.0397030806397 0.0567026950513 0.0107158021266
FST_P_M chr1 6.5 29 0.0550717078889 0.0801461805963 0.0151462044564
FST_P_M chr1 6.75 63 0.00343621677231 0.0200723642754 0.00254919281217
FST_P_M chr1 5.0 23 0.0109939170217 0.0702797451973 0.0149836920213
FST_P_M chr1 5.25 56 -0.0214127899746 0.0769773582527 0.0103796248694
FST_P_M chr1 7.0 63 -0.0597666338969 0.534798223554 0.0679194423108
FST_P_M chr1 4.25 4 -0.0168443942817 0.121428296819 0.0701066598557
FST_P_M chr1 6.0 29 0.109085012251 0.0560251917224 0.0105877660323
FST_P_M chr1 5.75 63 -0.0879520355806 0.0620736072887 0.00788335600902
FST_P_M chr1 6.25 100 -0.107881822369 0.248844338381 0.0250097970186
FST_P_M chr1 4.75 9 1.64747146966e-05 0.095687352513 0.0338305879178
FST_P_M chr8 5.5 8 0.202139761456 0.109499648233 0.0413869768391
FST_P_M chr8 6.5 45 -0.15147628187 0.184501537862 0.0278146533787
FST_P_M chr8 6.75 11 -1.39337504106 0.586257068608 0.185390763118
FST_P_M chr8 4.0 2 -0.0955232320416 0.12220134204 0.12220134204
FST_P_M chr8 5.0 1 0.0762837481284 0.0 nan
FST_P_M chr8 6.0 25 0.174438252606 0.119046088098 0.0243001809762
FST_P_M chr8 4.5 8 0.0775326189047 0.148573162675 0.0561553771336
FST_P_M chr8 5.75 20 0.103421611357 0.111778583895 0.0256437658552
FST_P_M chr8 4.75 1 -0.00499970400277 0.0 nan
FST_P_M chr8 6.25 18 0.0893968082349 0.107738795679 0.0261304961506
FST_P_M chr8 5.25 20 0.0441030062872 0.107281558709 0.024612077522
